,uid,apply_type,cet4,cet6,grade_points,honour,project,ranking_absolu,ranking,level,location,label,score
734,799,0.0,521.0,515.0,0.8019999999999999,nannannan,nannannan,29.0,2.0,1.0,37.0,0.0,0.0
736,801,0.0,534.0,498.0,0.8140000000000001,nannannan,nannannan,92.0,1.0,1.0,37.0,0.0,0.0
737,802,0.0,593.0,584.0,0.8942,优秀学生干部nan校级团员之星nan院级优秀学生三等奖学金nan校级三好学生nan校级优秀学员北京林业大学团校“新生班级团支部骨干培训班”优秀学员校级,nannannan,4.8571428571428585,7.0,2.0,11.0,0.0,0.0
738,803,0.0,496.0,517.0,0.9375,nannannan,nannannan,33.75,4.0,1.0,22.0,0.0,0.0
739,804,1.0,508.0,0.0,0.8583,国家励志奖学金nan国家级优秀学生干部nan校级优秀三等奖学金nan校级,nannannan,5.8181818181818175,11.0,2.0,11.0,1.0,92.0
740,805,0.0,567.0,603.0,0.836,全国大学生数学竞赛全国大学生数学竞赛三等奖国家级山东省大学生数学竞赛山东省大学生数学竞赛二等奖省市级优秀团员青岛大学优秀团员校级优秀学生青岛大学优秀学生校级优秀学生干部青岛大学优秀学生干部校级健美操大赛二等奖青岛大学健美操大赛二等奖校级,nannannan,35.80000000000001,5.0,1.0,37.0,0.0,0.0
741,806,0.0,520.0,445.0,0.8140000000000001,甲等奖学金nan校级国家励志奖学金nan省市级三好学生nan校级一等奖第五届大学生思想政治理论课研究性学习成果竞赛一等奖校级,nannannan,152.0,1.0,1.0,43.0,1.0,88.52
743,808,0.0,527.0,0.0,0.8863,nannannan,nannannan,7.800000000000002,10.0,2.0,11.0,1.0,96.0
744,809,0.0,487.0,0.0,0.85,山东省园林竞赛三等奖2018年山东省大学生“黄岛园林杯”风景园林优秀设计竞赛三等奖，作品名：园时朱楼满树头——西海岸新区毛家山片区居住小区规划及景观环境设计省市级发展中国家建筑竞赛2018发展中国家建筑设计大赛银奖省市级2019竹空间工作营竞赛“2019竹空间工作营”设计竞赛团队一等奖，作品名：八方鸟居省市级理工好班长提名奖获得青岛理工大学“理工好班长”提名奖校级优秀学生奖学金获得青岛理工大学优秀学生奖学金校级青岛上合峰会志愿者参加2018年青岛上合峰会志愿者省市级优秀学生标兵获得青岛理工大学2017——2018学年优秀学生标兵称号校级挑战杯校级金奖2018年“挑战杯”大学生课外学术科技作品竞赛作品（平海何处是，迷津欲有问？——游客体验视角下青岛滨海旅游景区公交候车调研）获校级金奖校级,自然教育视角下的青岛崂山东麓古村落振兴研究成功在《建筑工程技术与设计》中发表论文《自然教育视角下的青岛崂山东麓古村落振兴研究》其他浅析青岛温泉小镇的特色建构路径成功在《山西建筑》中发表论文《浅析青岛温泉小镇的特色建构路径》其他,18.0,2.0,1.0,37.0,0.0,0.0
745,810,0.0,498.0,483.0,0.9125,优秀营员2019年北京林业大学林学院优秀学生暑期夏令营优秀营员院级国家励志奖学金2016-2017学年度国家励志奖学金国家级,山杏产品开发暂无其他,6.25,4.0,1.0,15.0,1.0,86.05
746,811,0.0,530.0,550.0,0.9775,全国物流设计大赛与组员们团结协作，利用6个多月的时间，深入研究马钢物流企业内部，完成实地调研、方案撰写等全部工作国家级物流设计选拔赛校内选拔参赛队伍，28进1，历经重重选拔，突出重围校级一等奖学金综合测评专业第一名，绩点第一名，荣获一等校级先锋杯优秀团干部班级内担任团支书，工作认真负责，连续两年被校团委评委优秀团干部校级嘉星物流奖学金嘉兴物流企业资助品学兼优大学生，选出综合测评名列前茅的优秀学生院级暑期实践优秀实践团利用暑期实践调研房山区社区、农村养老情况、福利院情况、中国移动实习，使用调查问卷，聊天等轻松愉快形式进行调研校级,全国大学生物流设计大赛“马钢杯”通过对三大模块的调整、改造与升级，马钢物流的各项资源将会比原来发挥更大的作用，成本将会得到最大限度的节约，时效性将会得到最大限度的保障，领先于其他钢铁物流企业，真正实现转型成为生态智能型物流企业的目标。国家级,39.5,2.0,1.0,11.0,0.0,0.0
747,812,0.0,445.0,0.0,0.91,数学建模优秀奖第十届“认证杯”数学中国数学建模网络挑战赛全国比赛第一、二阶段优秀奖国家级化学综合实验设计大赛西南科技大学第十届化学综合实验设计大赛一等奖校级“互联网+”大赛第四届四川省“互联网+”大学生创新创业大赛四川省铜奖省市级节能减排大赛西南科技大学第八届节能减排社会实践与科技竞赛二等奖校级,大气颗粒物中颗粒微观形貌特征及其矿物组成分析nannan裸土起尘颗粒物中铅镉化学形态与矿物赋存特性研究nannan土壤起尘颗粒物中重金属与矿物赋存特性研究nannan,16.5,6.0,1.0,51.0,0.0,0.0
748,813,0.0,560.0,433.0,0.98,学习优秀一等奖学金获江苏大学学习优秀奖学金一等奖校级江苏大学三好学生获“江苏大学三好学生”荣誉称号校级优秀共青团干部获“江苏大学优秀共青团干部”荣誉称号校级社会实践活动先进个人获江苏大学暑期“三下乡”社会实践活动先进个人校级数学建模优胜奖获第六届大学生数学建模竞赛优胜奖校级,基于问答平台的健康信息服务满意度研究在投其他基于多元线性回归模型的我国汽车消费的影响因素分析基于多元线性回归模型的我国汽车消费的影响因素分析[J].福建质量管理nan基于用户满意度的健康信息服务评价研究——以社会化问在研其他基于社会化问答平台的健康信息可信度研究在研其他,10.666666666666666,3.0,1.0,32.0,0.0,0.0
749,814,0.0,607.0,558.0,0.89,全国大学生英语竞赛2017年全国大学生英语竞赛国家级奥园杯湖湘景观大赛第四届“奥园杯”湖湘景观大赛三等奖省市级NECCS2019年全国大学生英语竞赛三等奖国家级普通话等级证书普通话90分二甲国家级结业证书入党积极分子培训班结业证书校级优秀志愿者“‘英’你精彩，‘语’我共勉”英语帮扶活动中作为主持主讲。校级校级立项湖南省大学生研究性学习和创新性实验计划————传统村落环境保护及其可持续发展研究—以衡阳市归阳镇状元村为例校级,nannannan,13.0,2.0,1.0,43.0,0.0,0.0
750,815,1.0,463.0,0.0,0.8273,优秀权益委员nan校级北京林业大学第十一届nan校级宿舍风采大赛人气奖nan院级,nannannan,2.9473684210526314,19.0,2.0,11.0,1.0,87.45
751,816,0.0,454.0,441.0,0.9420000000000001,省三好学生nan省市级,nannannan,95.0,1.0,1.0,23.0,0.0,0.0
752,817,0.0,612.0,562.0,0.9575,故宫优秀创意奖北京故宫宫廷文化我喜欢这宫里的世界系列产品设计优秀创意奖其他优秀团员2018年度上海理工大学优秀团员校级优秀学生2017-2018学年上海理工大学优秀学生校级学习优秀奖学金一等上海理工大学2017-2018学年第二学期学习优秀奖学金一等（专业排名第一）校级学习优秀奖学金二等上海理工大学2018-2019学年第一学期学习优秀奖学金二等（专业排名第二）校级学习优秀奖学金三等上海理工大学2016-2017学年第二学期学习优秀奖学金三等校级上海市奖学金已获得上海市奖学金，证书未到，学校出具证明。省市级二等学习优秀奖学金上海理工大学2017-2018学年第一学期学习优秀奖学金二等（专业排名第四）校级,故宫宫廷文化“我喜欢这宫里的世界”系列香氛设计获优秀创意奖，该系列香氛产品已于故宫宫廷文化及哈乐猫官方商城上线销售。其他创新创业项目“具有中国传统工艺的灯具（设计）”设计出一系列将木材特性或木作加工工艺合理利用到最大化并发挥出它们优势的灯具产品。其他,58.0,1.0,1.0,31.0,1.0,88.65
753,818,0.0,480.0,355.0,0.9675,英语竞赛全国大学生英语竞赛C类三等奖国家级国家奖学金nan国家级财务决策东北区大学生财务决策大赛三等奖省市级省三好nan省市级优秀共产党党员nan校级一等奖学金nan校级,nannannan,155.0,1.0,1.0,23.0,0.0,0.0
755,820,0.0,535.0,0.0,0.8119999999999999,nannannan,nannannan,17.333333333333332,12.0,2.0,51.0,0.0,0.0
756,821,0.0,497.0,488.0,0.91,nannannan,基于用户满意度的共享经济价值创造研究-以网约车为例于中国经贸导刊杂志社以第一作者身份发表同名论文其他,89.0,1.0,1.0,51.0,0.0,0.0
757,822,0.0,453.0,455.0,0.99,国家奖学金学习成绩，综合测评专业前一国家级全国大学生英语竞赛全国大学生英语竞赛自治区二等奖省市级国家励志奖学金学习成绩，综合测评班级第一国家级校级二等奖学金学习成绩，综合测评专业前三校级校级三好学生德智体育全面发展，表现优秀校级校级优秀团员学生工作认真负责校级校级优秀学生干部工作能力优秀，具有领导能力，学习成绩优秀校级校级手工沙盘对抗优秀比赛排名5%校级校级优秀宿舍长尽职尽责，工作能力优秀校级院级先进个人社团工作尽职尽责院级,第七届光华学院案例分析大赛文章：企业管理组-《特变电工-戈壁明珠发展之春》其他,93.0,1.0,1.0,65.0,0.0,0.0
758,823,0.0,534.0,475.0,0.895,英语竞赛国家三等奖nan国家级数学建模三等奖nan国家级英语写作比赛优秀奖nan国家级国家奖学金nan国家级翻译比赛优秀奖nan国家级省级三好学生nan省市级省政府奖学金nan省市级十佳标兵—学习标兵nan校级英才奖学金全校10名校级优秀共青团干部nan校级优秀学生干部奖学金nan校级红河奖学金-励志奖全校6名校级写作大赛一等奖全校前2%校级阅读大赛三等奖全校前10%校级学业优秀奖学金nan校级综合二等奖学金nan校级,nannannan,185.0,1.0,1.0,53.0,0.0,0.0
760,825,0.0,573.0,529.0,0.9089,计蒜客程序设计一等奖nan校级2017优秀二等奖学金nan校级2018优秀二等奖学金nan校级新科鹏举奖学金nan校级优秀学生干部nan校级蓝桥杯省赛二等奖nan省市级数学建模美赛H奖nan国家级,基于生理信号的情绪识别研究一篇论文正在撰写其他,20.0,3.0,2.0,11.0,0.0,0.0
761,826,0.0,428.0,459.0,0.9975,数学建模竞赛一等奖比赛全称为：全国大学生数学建模竞赛；举办时间：2018年9月13号-2018年9月16号；参赛队伍成员：冯永杰、张云桢、王文玉；指导教师：高峰国家级物流设计大赛三等奖比赛全称：“马钢杯”全国大学生物流设计大赛三等奖；举办时间：2018年12月-2019年4月；参赛队伍成员：王晶、王婉璐、冯永杰、戴纤；指导教师：万鹏国家级美国数模竞赛S奖全称：美国大学生数学建模竞赛；举办时间：2019年1月19号-2019年1月31号；参赛成员：吕经纬、许晔、冯永杰；指导教师：陈丽娟国家级物流仿真省一等奖全称：“百蝶杯”全国大学生物流仿真设计大赛省市级,nannannan,8.5,8.0,1.0,37.0,0.0,0.0
762,827,1.0,556.0,577.0,0.8672,优秀学生二等奖学金nan校级三好学生nan校级优秀学生三等奖学金nan校级模拟面试大赛三等奖nan院级寻材造梦大赛三等奖nan院级红色“1+1”优秀奖nan校级优秀教学信息员nan校级,基于改性木质素制备新型纳滤膜的研究目前已实现制备一种性能稳定的新型改性木质素纳滤膜应用于水处理，染料截留率最高可达98%。预计将于明年之前申请专利一项并发表SCI论文一篇。国家级基于ZIF-8的新型复合吸附材料及从水中吸附孔雀石绿的nannan,3.0,9.0,2.0,11.0,1.0,95.3
763,828,1.0,476.0,0.0,0.8522,优秀团员nan校级三好学生nan校级优秀学生奖学金两项校级,树木年轮针刺分析仪树木年轮针刺分析仪及其信号处理系统和结题论文一篇省市级,3.7647058823529416,17.0,2.0,11.0,1.0,84.38
764,830,0.0,428.0,470.0,0.92,nannannan,nannannan,69.0,1.0,1.0,41.0,0.0,0.0
766,832,0.0,457.0,0.0,0.95,新生奖学金一等奖nan校级人民奖学金一等奖nan校级动画类比赛金奖第十届全国数字艺术设计大赛动画组金奖国家级动漫类比赛金奖十一届全国数字艺术设计大赛动画组金奖国家级全国3D大赛2018年全国3大赛11周年精英联赛二等奖国家级优秀学生荣誉称号nan省市级,《基于公共环境食物科普动画库的设计与开发》发表论文一篇，完成常见食物科普动画库制作省市级,70.0,1.0,1.0,12.0,0.0,0.0
767,833,0.0,531.0,472.0,0.818,nannannan,nannannan,109.0,2.0,1.0,37.0,0.0,0.0
769,835,0.0,544.0,494.0,0.935,校级三好学生荣获2017-2018学年山西财经大学“校级三好学生”校级院级三好学生2016-2017学年山西财经大学“院级三好学生”院级金蝶管理创新杯大赛2019年在全国应用型人才综合技能大赛——金蝶云管理创新杯校内赛中获一等奖，在省区赛中获本科组二等奖省市级企业价值创造实战竞赛2018年在第二届全国高校企业价值创造实战竞赛校内赛中获三等奖校级奖学金大一至大三期间累计获得三次一等奖学金，两次二等奖学金。其他啦啦操团体赛太原市第十一届运动会暨第六届全民健身节啦啦操比赛中获大学组花球示范套路第三名省市级,nannannan,18.25,8.0,1.0,14.0,0.0,0.0
771,837,0.0,501.0,0.0,0.87,nannannan,nannannan,2.685185185185185,54.0,2.0,11.0,1.0,85.99
772,838,0.0,0.0,0.0,0.8844,国家励志奖学金nan国家级,nannannan,4.181818181818182,11.0,2.0,11.0,1.0,82.65
773,840,0.0,560.0,532.0,0.9675,校级一等奖学金nan校级二等奖学金nan校级一等奖学金nan校级,新媒体时代高校形象建设的问题与对策建议参加“首都师范大学挑战杯”获一等奖其他“寸草春晖”科技助老项目北京市“互联网+创新创业大赛”三等奖省市级,12.0,2.0,9.0,11.0,0.0,0.0
774,841,0.0,564.0,479.0,0.9775,"“岭南园林杯”大赛第三届“岭南园林杯”西部高校园林景观规划设计大赛铜奖（省级）省市级“文科杯”大赛第六届“文科杯”景观设计大赛三等奖（省级）省市级四川省综A证书四川大学生综合素质A级证书（省级）省市级致澜杯设计大赛第九届“致澜杯”景观规划设计大赛决赛（校企）校级园冶杯国际学生竞赛2019""园冶杯""大学生国际竞赛课程设计二等奖（国际级）国家级四川省大学生设计大赛2019四川省大学生风景园林设计竞赛三等奖（省级）省市级国家励志奖学金2016-2017国家励志奖学金（省级）省市级优秀学生2017-2018优秀学生（校级）校级社会实践校级先进个人2017年暑期社会实践先进个人（校级）作为暑期“成都重庆高校实践考察”团队队长，带领团队访高校探索校园植被种类、布局等与建筑、氛围的关系校级先进个人、优秀实习生2019年暑期社会实践先进个人（校级）作为“普禾国景建筑景观设计有限公司”（甲级）实习团队队长，参与“省医院”、“西昌酒店”等项目设计，实习结束后被评为“优秀实习生”校级社会实践院级先进个人寒假社会实践先进个人（院级）院级",谷胱甘肽对缓解镉胁迫下绵毛水苏的缓解效应研究现在研中，于2019.09.23进行结题其他,12.571428571428573,7.0,2.0,51.0,0.0,0.0
776,843,0.0,512.0,529.0,0.9225,nannannan,nannannan,21.0,2.0,1.0,41.0,0.0,0.0
777,844,0.0,485.0,490.0,0.91,智能鼠旅行互联平台第四届“互联网＋”大学生创业创新比赛，整合闲置房产，翻转住宿概念。联合多行业，满足不同需求，共创新未来。校级导YOU，您的专属导游第四届“互联网＋”大学生创业创新比赛，打造您的专属导游，特色与专业的碰撞，本土与外来的融合，颠覆您对传统导游的认知！校级校一等奖学金nan校级国家励志奖学金nan国家级校优秀学生干部nan校级优秀义工nan省市级优秀实习生nan校级优秀团干部nan校级校 一等奖学金nan校级校 优秀学生干部nan校级,nannannan,58.0,1.0,1.0,37.0,0.0,0.0
778,845,0.0,556.0,580.0,0.9037,各项校级奖学金2016-2017、2017-2018学年度，连续两年获校级三好学生、校级优秀学生干部、校级优秀学生奖学金2016年北京林业大学党委宣传部摄影比赛一等奖2018年“海南橡胶产业调研”校级优秀实践团队校级,《施肥对土壤甲烷排放的影响：Meta分析》Jingyi Dongnan,14.285714285714285,7.0,2.0,11.0,0.0,0.0
779,846,0.0,518.0,531.0,0.925,nannannan,nannannan,30.33333333333333,3.0,1.0,14.0,0.0,0.0
780,847,0.0,489.0,427.0,0.9475,二等奖学金学习成绩校级,厨房小家电产品体验性的设计研究获得外观专利证书一项其他,27.5,2.0,1.0,12.0,0.0,0.0
781,848,0.0,592.0,570.0,0.873,nannannan,nannannan,7.166666666666668,6.0,9.0,31.0,0.0,0.0
782,849,1.0,435.0,0.0,0.873,优秀学生三等奖学金nan校级优秀学生干部nan校级,生物炭强化直接种间电子传递的机理研究(1)首次提出从生物炭中分离腐殖酸并将其分别作用于微生物培养体系的方法揭示其强化机理，将生物炭强化直接种间电子传递的能力与其表面的腐殖酸、自身结构性质相联系。(2)深入研究了生物炭强化 DIET 的机理，确定了生物炭中的腐殖酸与生物炭的导电性与其强化作用的联系。其他,4.636363636363637,11.0,2.0,11.0,1.0,83.6
783,850,0.0,490.0,466.0,0.955,国家励志奖学金nan国家级互联网+省赛铜奖nan省市级三好学生nan校级,竺24h智能商店获得第五届互联网+创新创业大赛省赛铜奖省市级,25.200000000000006,5.0,2.0,46.0,0.0,0.0
784,851,0.0,432.0,0.0,0.865,nannannan,nannannan,90.0,1.0,1.0,23.0,0.0,0.0
785,852,0.0,458.0,452.0,0.8675,优秀学生，校二等奖学nan校级优秀学生校三等奖学金nan校级优秀学生校二等奖学金nan校级优秀学生干部奖学金nan校级优秀见习生校党委办公室见习校级环保知识竞赛优秀奖nan校级绘画比赛优秀奖“美哉云大”绘画赛优秀奖并被云南大学图书馆收藏校级优秀学生干部校团委办公室任职校级,大理市洱海流域可持续发展研究结题报告，论文其他西部之光规划设计竞赛完成作品《城以盛民--基于生态演替理论的南头古城规划设计》其他岭南杯景观设计竞赛完成作品《城市引力--德阳柳梢堰城市公园设计》其他互联网+创新创业比赛项目“知至数字医疗平台”完成项目书其他,11.0,2.0,2.0,53.0,0.0,0.0
786,853,0.0,442.0,445.0,0.93,校级奖项、北林夏令营2019北林林学院夏令营优秀实践营员2016-2017、2017-2018学年南京林业大学“优秀学生”称号2016-2017、2017-2018学年南京林业大学宁夏南林建设集团奖学金2017-2018学年林学院水杉虚拟优秀学子奖2018暑期科技、文化、卫生三下乡社会实践优秀奖校级,樟树CcTPS基因克隆与表达分析无其他,19.0,7.0,1.0,32.0,0.0,0.0
787,855,0.0,490.0,439.0,0.8487,优秀学生三等奖学金nan校级优秀学生干部nan校级,杨树内生真菌与腐烂病病程的相关性研究无法从健康杨树或杨树的健康部位分离出杨树溃疡病病原菌，故推断杨树溃疡病病程与腐烂病病程不一致即无明显潜伏特性，接下来将进一步对腐烂病发病过程的病原菌及内生真菌种类进行研究，明确杨树腐烂病的病程其他,3.571428571428571,7.0,2.0,11.0,1.0,83.88
788,856,0.0,562.0,535.0,0.9139,nannannan,nannannan,82.0,1.0,1.0,37.0,0.0,0.0
789,858,0.0,488.0,451.0,0.8420000000000001,国家奖学金大二时全院绩点第一所以得到了国家奖学金。国家级吉林省互联网+nan省市级全国大学生英语竞赛nan国家级“外研社”写作和阅读nan国家级,nannannan,65.0,2.0,1.0,22.0,0.0,75.14
790,859,0.0,467.0,464.0,0.9075,国家励志奖学金2017年11月至2018年11月获得过两次国家励志奖学金国家级三好学生2018年3月至2019年6月获得过两次校级三好学生荣誉称号证书校级自治区三好学生nan省市级优秀学生一等奖学金2018年12月至2019年4月获得过两次校级优秀学生一等奖学金校级优秀团员nan校级计算机二级nan国家级,检控一体式生物质压缩机此项目报名了“互联网+”大学生创新创业大赛，并在校赛中取得了第七名的优异成绩。其他,15.5,2.0,1.0,15.0,0.0,0.0
791,861,0.0,589.0,570.0,0.935,校级三好学生nan校级校学习优秀奖nan校级,《汉口租界区游客游憩行为偏好调查与评价研究》阶段性论文两篇国家级,20.0,3.0,2.0,42.0,0.0,0.0
792,862,0.0,454.0,473.0,0.9375,国家奖学金nan国家级国家励志奖学金nan国家级国家级创新“优秀奖”《精准扶贫背景下，农村会计发展趋势》国家级创新创业国赛铜奖《小型模块化多功能机器人》国家级全国英语竞赛三等奖nan国家级初级会计专业技术资格nan国家级计算机二级nan国家级普通话一级乙等nan国家级创新创业大赛省赛nan省市级创新创业省赛铜奖nan省市级财务分析省赛一等奖nan省市级“优秀征文二等奖”nan省市级专业三等奖学金nan校级创新创业大赛一等奖nan校级EVC二等奖nan校级社会实践优秀个人nan院级征文活动优秀个人nan校级学子之星nan院级财务分析二等奖nan校级商务礼仪知识一等奖nan院级会计技能大赛三等奖nan院级金融技能大赛三等奖nan院级环保设计大赛三等奖nan院级优秀志愿者nan省市级VBSE 专业实习证书nan院级,"""精准扶贫背景下，农村会计发展趋势——以易县为例”1.“国家级”大学生创新创业训练项目“优秀奖”； 2.在《中小企业管理与科技》发表该篇论文； 3.完成两万余字的调研报告；国家级中国“互联网＋”创新创业大赛国赛1.国赛铜奖；省赛金奖国家级河北省“互联网＋”创新创业大赛国赛1.省赛铜奖省市级“改革开放40年，家庭联产承包责任制变迁”优秀调研报告、优秀团队、先进个人其他",67.5,2.0,1.0,13.0,0.0,0.0
794,864,1.0,450.0,0.0,0.8097,数学建模大赛北二2018届“高教社杯”全国大学生数学建模大赛，甲组北京二等奖省市级第一作者SCI论文一篇Han Qiaoling#nan第二作者中文普通论文桂媛，周希博。智能RGV的动态调度策略[J]. 数字化用户nan第三作者软著周希博，第三发明人。基于高斯模糊改进的SRGAN土壤图像拓增系统V1.0，软件著作权，其他志愿服务证书“阳光玉华——第七届特奥运动会”志愿服务证书其他学习强国学习之星工学院电气党支部2019年“学习强国”学习竞赛，学习之星校级,基于深度学习的土壤孔隙量化分析系统发明专利1项计算机软件著作权2项算法或软件3项SCI论文1篇省市级,2.3548387096774195,31.0,2.0,11.0,1.0,93.75
795,865,0.0,588.0,526.0,0.9975,nannannan,nannannan,164.0,1.0,2.0,51.0,0.0,0.0
796,866,0.0,526.0,498.0,0.94,校三好学生奖学金nan校级,nannannan,16.333333333333332,3.0,2.0,23.0,0.0,0.0
798,868,0.0,447.0,0.0,0.8591,北京市“背街小巷·北京市“背街小巷·城市家具”创意设计大赛三等奖省市级,nannannan,2.692307692307692,26.0,2.0,11.0,1.0,86.85
799,869,0.0,558.0,471.0,0.9117,硬笔书法大赛优秀奖nan院级团员之星nan院级三好学生nan校级优秀学生二等奖学金nan校级三等奖职业生涯规划论文大赛校级学干之星nan院级院暑期社会实践一等奖nan院级首都大中专优秀团队nan校级优秀学生干部nan校级优秀共产党员nan院级,《基于北京市大学生的NEP量表修订及应用研究》结题合格省市级《北京鱼渔乐有限责任公司》结题良好其他,16.5,2.0,2.0,11.0,0.0,90.14
800,870,0.0,614.0,571.0,0.88,ACCA准会员无免考通过ACCA全部13门考试，成为ACCA准会员。其他初级会计职称2018.05通过中国初级会计职称考试其他2019夏季达沃斯志愿者1、会议举办期间主要负责协助文化晚宴安检工作，为外宾进行翻译。在晚宴入场时，协助安保人员检查来宾的证件。2、服从领导安排，除文化晚宴外，增援车辆检查安保岗位。协助安保人员。对进场车辆进行检查3、志愿者工作期间表现出色，被评为达沃斯优秀志愿者省市级大外校级一等奖学金学习成绩优异、综合评价优秀校级2019达沃斯优秀志愿者nan省市级,nannannan,15.5,2.0,1.0,21.0,0.0,0.0
801,871,0.0,445.0,426.0,0.8625,nannannan,nannannan,14.5,2.0,1.0,53.0,0.0,0.0
802,872,0.0,486.0,0.0,0.8406,国家励志奖学金nan校级优秀学生一等奖学金nan校级优秀学生干部nan校级校春季运动会优秀奖nan校级校运动会优秀奖nan校级,冷链运输保温瓦楞纸板的制备及导热性能研究设计并探索出了一种新型的适用于冷链运输的保温瓦楞纸板，实现了保温功能；其他跟随老师参加实践课题无其他,12.0,1.0,2.0,11.0,0.0,0.0
803,873,0.0,576.0,489.0,0.8808,nannannan,nannannan,96.0,1.0,2.0,45.0,0.0,0.0
804,875,0.0,434.0,387.0,0.8775,第二届国际大学生竞赛获奖：三等奖小组成员：陈锾焕 周有鑫 蒋旺 孙琪 符朝阳省市级国家励志奖学金nan省市级,第二届国际大学生设计竞赛三等奖省市级,14.25,8.0,1.0,43.0,0.0,0.0
805,876,0.0,527.0,443.0,0.9275,省先进个人2018-2019学年获得福建省“2018年暑期社会实践省先进个人”荣誉称号省市级挑战杯省赛二等奖2018-2019学年获得第十四届“挑战杯”福建省大学生课外学术科技作品竞赛二等奖省市级福建省向上向善奖学金2018-2019学年荣获2019年福建省“向上向善青马之光”领航工程之“向上向善育人工程基金”项目奖学金省市级校三等奖学金2016-2017学年获得福建师范大学优秀学生三等奖学金校级校二等奖学金2017-2018学年获得福建师范大学优秀学生二等奖学金校级校优秀学生干部2017-2018学年获得“福建师范大学优秀学生干部”荣誉称号校级校优秀共青团员2017-2018学年获得“福建师范大学优秀共青团员”荣誉称号校级,从有园入到入好园发展公平、优质学前教育的福建经验打造公平、优质的学前教育：福建省学前教育深入发展的建议：（一）多方联动，协调发展1.战略联动，实现学前教育的协调发展2.空间联动，实现优秀师资、课程的共享3.资源联动，实现教育教学资源的共融（二）政府制定详密的计划措施，加大财政投入；扩大普惠办学；加强师资队伍省市级,4.833333333333333,12.0,1.0,35.0,0.0,0.0
806,877,0.0,443.0,453.0,0.8768,大学生数学建模竞赛全国大学生数学建模竞赛北京赛区甲组二等奖省市级大学生创业大赛“创青春”首都大学生创业大赛铜奖省市级梁希杯创业大赛北京林业大学第十届梁希杯大学生创业大赛二等奖校级学术论文大赛北京林业大学经济管理学院第十届大学生学术论文大赛三等奖院级,国家级大创:国有林场改革职工获得感与影响因素研究论文一篇、结题报告一篇、项目工作手册一份、ppt一份。国家级人力资源管理如何更有效地促进员工职场绿色行为论文一：《绿色人力资源管理实践对职场绿色行为的影响》研究报告：《人力资源管理如何更有效地促进员工绿色行为—基于理论视角下的职场绿色行为研究》其他国家公园内社区居民林业绿色发展动力及行为研究暂未结题国家级集体林区林业产权强度对农户福祉的影响研究暂未结题其他,3.7142857142857135,7.0,2.0,11.0,1.0,91.29
808,879,0.0,536.0,432.0,0.8466,暑期夏令营优秀营员本人于2019年7月参加北京林业大学材料科学与技术学院2019年优秀大学生暑期夏令营，荣获优秀营员。院级优秀团干部本人于2017年5月4日被西北农林科技大学评为二〇一六年度“优秀团干部”校级优秀学生干部本人于2017年11月被西北农林科技大学评为“优秀学生干部”校级三好学生本人于2018年11月被西北农林科技大学评为“三好学生”校级社会实践先进个人本人于2017年12月被西北农林科技大学评为2017年度大学生社会实践先进个人校级,西农纳米天然手工皂开发及推广本项目已获得第四届全国大学生生命科学创新创业大赛三等奖。其他,9.333333333333334,9.0,9.0,61.0,1.0,84.79
809,880,0.0,548.0,498.0,0.955,国际企业管理挑战赛nan国家级北京工业大学第九届模nan校级学习优秀奖2016-2017年度荣获北京工业大学学习优秀奖校级三好、优干、学习优秀2017-2018年度荣获北京工业大学三好学生、优秀学生干部、学习优秀奖、创新创业奖。共四项奖项。校级院级学生会优秀工作者2017-2018年度荣获北京工业大学学生会系统大会院级学生会优秀工作者院级,nannannan,17.0,2.0,2.0,11.0,0.0,0.0
810,881,0.0,507.0,463.0,0.8175,云南省“三好学生”nan省市级希望之星英语大赛CCTV“希望之星”英语风采大赛昆明赛区二等奖省市级“互联网+”大赛“互联网+”创新创业大赛西南林业大学三等奖校级金融挑战赛东方财富杯金融挑战赛晋级省赛院级校三好学生西南林业大学“三好学生”校级校优秀共青团员西南林业大学优秀共青团员校级校舞蹈大赛西南林业大学舞蹈大赛三等奖校级校运会4*400米接力赛西南林业大学运动会女子4*400米接力第三名校级心理健康文化节竞赛西南林业大学心理健康文化节校园知识竞赛三等奖校级经管院优秀共青团员西南林业大学经济管理学院优秀共青团员院级军训训练标兵西南林业大学军训训练标兵校级,养老院与孤儿院共融获得“互联网+”创新创业大赛西南林业大学三等奖其他,34.5,2.0,1.0,53.0,0.0,88.0
